New claim date,Type,Subgroup,Initial claims
12/03/2006,Initial claims by sex,Total,3113
12/10/2006,Initial claims by sex,Total,2812
12/17/2006,Initial claims by sex,Total,4141
12/24/2006,Initial claims by sex,Total,12023
12/31/2006,Initial claims by sex,Total,2979
01/07/2007,Initial claims by sex,Total,8298
01/14/2007,Initial claims by sex,Total,3732
01/21/2007,Initial claims by sex,Total,3479
01/28/2007,Initial claims by sex,Total,3695
02/04/2007,Initial claims by sex,Total,3775
02/11/2007,Initial claims by sex,Total,2687
02/18/2007,Initial claims by sex,Total,3381
02/25/2007,Initial claims by sex,Total,2662
03/04/2007,Initial claims by sex,Total,2572
03/11/2007,Initial claims by sex,Total,2078
03/18/2007,Initial claims by sex,Total,2126
03/25/2007,Initial claims by sex,Total,1735
04/08/2007,Initial claims by sex,Total,5391
04/15/2007,Initial claims by sex,Total,3224
04/22/2007,Initial claims by sex,Total,1969
04/29/2007,Initial claims by sex,Total,2167
05/06/2007,Initial claims by sex,Total,2048
05/13/2007,Initial claims by sex,Total,2029
05/20/2007,Initial claims by sex,Total,2142
05/27/2007,Initial claims by sex,Total,1700
06/03/2007,Initial claims by sex,Total,2397
06/10/2007,Initial claims by sex,Total,1978
06/17/2007,Initial claims by sex,Total,2382
06/24/2007,Initial claims by sex,Total,2982
07/08/2007,Initial claims by sex,Total,8083
07/15/2007,Initial claims by sex,Total,2502
07/22/2007,Initial claims by sex,Total,2244
07/29/2007,Initial claims by sex,Total,2562
08/05/2007,Initial claims by sex,Total,2575
08/12/2007,Initial claims by sex,Total,2124
08/19/2007,Initial claims by sex,Total,2097
08/26/2007,Initial claims by sex,Total,1928
09/02/2007,Initial claims by sex,Total,2049
09/09/2007,Initial claims by sex,Total,1981
09/16/2007,Initial claims by sex,Total,1922
09/23/2007,Initial claims by sex,Total,1788
09/30/2007,Initial claims by sex,Total,1895
10/07/2007,Initial claims by sex,Total,3422
10/14/2007,Initial claims by sex,Total,2296
10/21/2007,Initial claims by sex,Total,2094
10/28/2007,Initial claims by sex,Total,2350
11/04/2007,Initial claims by sex,Total,2647
11/11/2007,Initial claims by sex,Total,2315
11/18/2007,Initial claims by sex,Total,2966
11/25/2007,Initial claims by sex,Total,2352
12/02/2007,Initial claims by sex,Total,3077
12/09/2007,Initial claims by sex,Total,2846
12/16/2007,Initial claims by sex,Total,4158
12/23/2007,Initial claims by sex,Total,12840
12/30/2007,Initial claims by sex,Total,2856
01/06/2008,Initial claims by sex,Total,7862
01/13/2008,Initial claims by sex,Total,4090
01/20/2008,Initial claims by sex,Total,3363
01/27/2008,Initial claims by sex,Total,3479
02/03/2008,Initial claims by sex,Total,3688
02/10/2008,Initial claims by sex,Total,2963
02/17/2008,Initial claims by sex,Total,3480
02/24/2008,Initial claims by sex,Total,2919
03/02/2008,Initial claims by sex,Total,2867
03/09/2008,Initial claims by sex,Total,2545
03/16/2008,Initial claims by sex,Total,2139
03/23/2008,Initial claims by sex,Total,2227
03/30/2008,Initial claims by sex,Total,2291
04/06/2008,Initial claims by sex,Total,3632
04/13/2008,Initial claims by sex,Total,3362
04/20/2008,Initial claims by sex,Total,2359
04/27/2008,Initial claims by sex,Total,2448
05/04/2008,Initial claims by sex,Total,2505
05/11/2008,Initial claims by sex,Total,2501
05/18/2008,Initial claims by sex,Total,2500
05/25/2008,Initial claims by sex,Total,2046
06/01/2008,Initial claims by sex,Total,2783
06/08/2008,Initial claims by sex,Total,2445
06/15/2008,Initial claims by sex,Total,2813
06/22/2008,Initial claims by sex,Total,3635
06/29/2008,Initial claims by sex,Total,2993
07/06/2008,Initial claims by sex,Total,7018
07/13/2008,Initial claims by sex,Total,3432
07/20/2008,Initial claims by sex,Total,3210
07/27/2008,Initial claims by sex,Total,3288
08/03/2008,Initial claims by sex,Total,3599
08/10/2008,Initial claims by sex,Total,3338
08/17/2008,Initial claims by sex,Total,4327
08/24/2008,Initial claims by sex,Total,4286
08/31/2008,Initial claims by sex,Total,3550
09/07/2008,Initial claims by sex,Total,3205
09/14/2008,Initial claims by sex,Total,2880
09/21/2008,Initial claims by sex,Total,2661
09/28/2008,Initial claims by sex,Total,2746
10/05/2008,Initial claims by sex,Total,4529
10/12/2008,Initial claims by sex,Total,2943
10/19/2008,Initial claims by sex,Total,3516
10/26/2008,Initial claims by sex,Total,3714
11/02/2008,Initial claims by sex,Total,4123
11/09/2008,Initial claims by sex,Total,3683
11/16/2008,Initial claims by sex,Total,4373
11/23/2008,Initial claims by sex,Total,5371
11/30/2008,Initial claims by sex,Total,4774
12/07/2008,Initial claims by sex,Total,5567
12/14/2008,Initial claims by sex,Total,5895
12/21/2008,Initial claims by sex,Total,15539
12/28/2008,Initial claims by sex,Total,7484
01/04/2009,Initial claims by sex,Total,11712
01/11/2009,Initial claims by sex,Total,6940
01/18/2009,Initial claims by sex,Total,6216
01/25/2009,Initial claims by sex,Total,5973
02/01/2009,Initial claims by sex,Total,6803
02/08/2009,Initial claims by sex,Total,6005
02/15/2009,Initial claims by sex,Total,6944
02/22/2009,Initial claims by sex,Total,5073
03/01/2009,Initial claims by sex,Total,6150
03/08/2009,Initial claims by sex,Total,5401
03/15/2009,Initial claims by sex,Total,5031
03/22/2009,Initial claims by sex,Total,4412
03/29/2009,Initial claims by sex,Total,4847
04/05/2009,Initial claims by sex,Total,6467
04/12/2009,Initial claims by sex,Total,9602
04/19/2009,Initial claims by sex,Total,5077
04/26/2009,Initial claims by sex,Total,4431
05/03/2009,Initial claims by sex,Total,5172
05/10/2009,Initial claims by sex,Total,4455
05/17/2009,Initial claims by sex,Total,6081
05/24/2009,Initial claims by sex,Total,3884
05/31/2009,Initial claims by sex,Total,5314
06/07/2009,Initial claims by sex,Total,4920
06/14/2009,Initial claims by sex,Total,4487
06/21/2009,Initial claims by sex,Total,5574
06/28/2009,Initial claims by sex,Total,5595
07/05/2009,Initial claims by sex,Total,9041
07/12/2009,Initial claims by sex,Total,4575
07/19/2009,Initial claims by sex,Total,4759
07/26/2009,Initial claims by sex,Total,4537
08/02/2009,Initial claims by sex,Total,5495
08/09/2009,Initial claims by sex,Total,4374
08/16/2009,Initial claims by sex,Total,4134
08/23/2009,Initial claims by sex,Total,3770
08/30/2009,Initial claims by sex,Total,4880
09/06/2009,Initial claims by sex,Total,3392
09/13/2009,Initial claims by sex,Total,3592
09/20/2009,Initial claims by sex,Total,3633
09/27/2009,Initial claims by sex,Total,3667
10/04/2009,Initial claims by sex,Total,5977
10/11/2009,Initial claims by sex,Total,4033
10/18/2009,Initial claims by sex,Total,4092
10/25/2009,Initial claims by sex,Total,4315
11/01/2009,Initial claims by sex,Total,5322
11/08/2009,Initial claims by sex,Total,4746
11/15/2009,Initial claims by sex,Total,4856
11/22/2009,Initial claims by sex,Total,5355
11/29/2009,Initial claims by sex,Total,5155
12/06/2009,Initial claims by sex,Total,5594
12/13/2009,Initial claims by sex,Total,5486
12/20/2009,Initial claims by sex,Total,12667
12/27/2009,Initial claims by sex,Total,9057
01/03/2010,Initial claims by sex,Total,12299
01/10/2010,Initial claims by sex,Total,7086
01/17/2010,Initial claims by sex,Total,6726
01/24/2010,Initial claims by sex,Total,6053
01/31/2010,Initial claims by sex,Total,6966
02/07/2010,Initial claims by sex,Total,5746
02/14/2010,Initial claims by sex,Total,6482
02/21/2010,Initial claims by sex,Total,4970
02/28/2010,Initial claims by sex,Total,5821
03/07/2010,Initial claims by sex,Total,4772
03/14/2010,Initial claims by sex,Total,4662
03/21/2010,Initial claims by sex,Total,4211
03/28/2010,Initial claims by sex,Total,4813
04/04/2010,Initial claims by sex,Total,6768
04/11/2010,Initial claims by sex,Total,5056
04/18/2010,Initial claims by sex,Total,4836
04/25/2010,Initial claims by sex,Total,3925
05/02/2010,Initial claims by sex,Total,4557
05/09/2010,Initial claims by sex,Total,4102
05/16/2010,Initial claims by sex,Total,4055
05/23/2010,Initial claims by sex,Total,4868
05/30/2010,Initial claims by sex,Total,6636
06/06/2010,Initial claims by sex,Total,4013
06/13/2010,Initial claims by sex,Total,4038
06/20/2010,Initial claims by sex,Total,5535
06/27/2010,Initial claims by sex,Total,5022
07/04/2010,Initial claims by sex,Total,8098
07/11/2010,Initial claims by sex,Total,4317
07/18/2010,Initial claims by sex,Total,4194
07/25/2010,Initial claims by sex,Total,4322
08/01/2010,Initial claims by sex,Total,5114
08/08/2010,Initial claims by sex,Total,4403
08/15/2010,Initial claims by sex,Total,4013
08/22/2010,Initial claims by sex,Total,3818
08/29/2010,Initial claims by sex,Total,4194
09/05/2010,Initial claims by sex,Total,3493
09/12/2010,Initial claims by sex,Total,3599
09/19/2010,Initial claims by sex,Total,3460
09/26/2010,Initial claims by sex,Total,3605
10/03/2010,Initial claims by sex,Total,6680
10/10/2010,Initial claims by sex,Total,3607
10/17/2010,Initial claims by sex,Total,4068
10/24/2010,Initial claims by sex,Total,3924
10/31/2010,Initial claims by sex,Total,4992
11/07/2010,Initial claims by sex,Total,3631
11/14/2010,Initial claims by sex,Total,4253
11/21/2010,Initial claims by sex,Total,3902
11/28/2010,Initial claims by sex,Total,4187
12/05/2010,Initial claims by sex,Total,4816
12/12/2010,Initial claims by sex,Total,4944
12/19/2010,Initial claims by sex,Total,8343
12/26/2010,Initial claims by sex,Total,10768
01/02/2011,Initial claims by sex,Total,12252
01/09/2011,Initial claims by sex,Total,6112
01/16/2011,Initial claims by sex,Total,5510
01/23/2011,Initial claims by sex,Total,4909
01/30/2011,Initial claims by sex,Total,5650
02/06/2011,Initial claims by sex,Total,4852
02/13/2011,Initial claims by sex,Total,4899
02/20/2011,Initial claims by sex,Total,4613
02/27/2011,Initial claims by sex,Total,4542
03/06/2011,Initial claims by sex,Total,3995
03/13/2011,Initial claims by sex,Total,3557
03/20/2011,Initial claims by sex,Total,3307
03/27/2011,Initial claims by sex,Total,3444
04/03/2011,Initial claims by sex,Total,6483
04/10/2011,Initial claims by sex,Total,3552
04/17/2011,Initial claims by sex,Total,4899
04/24/2011,Initial claims by sex,Total,3291
05/01/2011,Initial claims by sex,Total,4226
05/08/2011,Initial claims by sex,Total,3452
05/15/2011,Initial claims by sex,Total,3725
05/22/2011,Initial claims by sex,Total,3694
05/29/2011,Initial claims by sex,Total,3274
06/05/2011,Initial claims by sex,Total,3637
06/12/2011,Initial claims by sex,Total,3392
06/19/2011,Initial claims by sex,Total,4278
06/26/2011,Initial claims by sex,Total,4563
07/03/2011,Initial claims by sex,Total,8140
07/10/2011,Initial claims by sex,Total,3864
07/17/2011,Initial claims by sex,Total,3725
07/24/2011,Initial claims by sex,Total,3680
07/31/2011,Initial claims by sex,Total,4280
08/07/2011,Initial claims by sex,Total,4018
08/14/2011,Initial claims by sex,Total,3808
08/21/2011,Initial claims by sex,Total,3403
08/28/2011,Initial claims by sex,Total,5354
09/04/2011,Initial claims by sex,Total,3311
09/11/2011,Initial claims by sex,Total,3420
09/18/2011,Initial claims by sex,Total,3288
09/25/2011,Initial claims by sex,Total,2973
10/09/2011,Initial claims by sex,Total,9863
10/16/2011,Initial claims by sex,Total,3530
10/23/2011,Initial claims by sex,Total,3559
10/30/2011,Initial claims by sex,Total,14466
11/06/2011,Initial claims by sex,Total,3020
11/13/2011,Initial claims by sex,Total,3572
11/20/2011,Initial claims by sex,Total,3503
11/27/2011,Initial claims by sex,Total,3496
12/04/2011,Initial claims by sex,Total,4096
12/11/2011,Initial claims by sex,Total,4151
12/18/2011,Initial claims by sex,Total,5719
12/25/2011,Initial claims by sex,Total,10992
01/08/2012,Initial claims by sex,Total,17878
01/15/2012,Initial claims by sex,Total,5118
01/22/2012,Initial claims by sex,Total,4780
01/29/2012,Initial claims by sex,Total,5093
02/05/2012,Initial claims by sex,Total,4215
02/12/2012,Initial claims by sex,Total,4052
02/19/2012,Initial claims by sex,Total,4123
02/26/2012,Initial claims by sex,Total,4112
03/04/2012,Initial claims by sex,Total,3891
03/11/2012,Initial claims by sex,Total,3335
03/18/2012,Initial claims by sex,Total,3032
03/25/2012,Initial claims by sex,Total,2736
04/08/2012,Initial claims by sex,Total,10794
04/15/2012,Initial claims by sex,Total,4181
04/22/2012,Initial claims by sex,Total,2986
04/29/2012,Initial claims by sex,Total,3507
05/06/2012,Initial claims by sex,Total,3128
05/13/2012,Initial claims by sex,Total,3270
05/20/2012,Initial claims by sex,Total,3646
05/27/2012,Initial claims by sex,Total,2754
06/03/2012,Initial claims by sex,Total,3681
06/10/2012,Initial claims by sex,Total,3223
06/17/2012,Initial claims by sex,Total,4146
06/24/2012,Initial claims by sex,Total,3921
07/08/2012,Initial claims by sex,Total,12998
07/15/2012,Initial claims by sex,Total,3394
07/22/2012,Initial claims by sex,Total,3388
07/29/2012,Initial claims by sex,Total,3672
08/05/2012,Initial claims by sex,Total,3542
08/12/2012,Initial claims by sex,Total,3344
08/19/2012,Initial claims by sex,Total,3067
08/26/2012,Initial claims by sex,Total,3051
09/02/2012,Initial claims by sex,Total,3170
09/09/2012,Initial claims by sex,Total,3077
09/16/2012,Initial claims by sex,Total,2863
09/23/2012,Initial claims by sex,Total,2560
09/30/2012,Initial claims by sex,Total,2346
10/07/2012,Initial claims by sex,Total,6526
10/14/2012,Initial claims by sex,Total,3267
10/21/2012,Initial claims by sex,Total,3176
10/28/2012,Initial claims by sex,Total,7731
11/04/2012,Initial claims by sex,Total,3209
11/11/2012,Initial claims by sex,Total,3230
11/18/2012,Initial claims by sex,Total,3499
11/25/2012,Initial claims by sex,Total,3287
12/02/2012,Initial claims by sex,Total,3932
12/09/2012,Initial claims by sex,Total,4166
12/16/2012,Initial claims by sex,Total,5102
12/23/2012,Initial claims by sex,Total,12133
12/30/2012,Initial claims by sex,Total,3095
01/06/2013,Initial claims by sex,Total,14242
01/13/2013,Initial claims by sex,Total,5034
01/20/2013,Initial claims by sex,Total,4715
01/27/2013,Initial claims by sex,Total,4488
02/03/2013,Initial claims by sex,Total,4317
02/10/2013,Initial claims by sex,Total,3978
02/17/2013,Initial claims by sex,Total,3953
02/24/2013,Initial claims by sex,Total,3536
03/03/2013,Initial claims by sex,Total,3827
03/10/2013,Initial claims by sex,Total,2988
03/17/2013,Initial claims by sex,Total,2951
03/24/2013,Initial claims by sex,Total,2359
03/31/2013,Initial claims by sex,Total,2332
04/07/2013,Initial claims by sex,Total,6648
04/14/2013,Initial claims by sex,Total,4009
04/21/2013,Initial claims by sex,Total,2887
04/28/2013,Initial claims by sex,Total,3235
05/05/2013,Initial claims by sex,Total,3114
05/12/2013,Initial claims by sex,Total,3061
05/19/2013,Initial claims by sex,Total,3142
05/26/2013,Initial claims by sex,Total,2421
06/02/2013,Initial claims by sex,Total,3349
06/09/2013,Initial claims by sex,Total,3059
06/16/2013,Initial claims by sex,Total,3230
06/23/2013,Initial claims by sex,Total,4633
06/30/2013,Initial claims by sex,Total,4273
07/07/2013,Initial claims by sex,Total,8780
07/14/2013,Initial claims by sex,Total,3396
07/21/2013,Initial claims by sex,Total,3133
07/28/2013,Initial claims by sex,Total,3199
08/04/2013,Initial claims by sex,Total,3420
08/11/2013,Initial claims by sex,Total,3167
08/18/2013,Initial claims by sex,Total,2967
08/25/2013,Initial claims by sex,Total,2729
09/01/2013,Initial claims by sex,Total,2872
09/08/2013,Initial claims by sex,Total,2710
09/15/2013,Initial claims by sex,Total,2654
09/22/2013,Initial claims by sex,Total,2498
09/29/2013,Initial claims by sex,Total,4111
10/06/2013,Initial claims by sex,Total,5422
10/13/2013,Initial claims by sex,Total,2724
10/20/2013,Initial claims by sex,Total,2998
10/27/2013,Initial claims by sex,Total,3412
11/03/2013,Initial claims by sex,Total,3502
11/10/2013,Initial claims by sex,Total,3005
11/17/2013,Initial claims by sex,Total,3259
11/24/2013,Initial claims by sex,Total,3965
12/01/2013,Initial claims by sex,Total,4155
12/08/2013,Initial claims by sex,Total,3835
12/15/2013,Initial claims by sex,Total,4469
12/22/2013,Initial claims by sex,Total,12214
12/29/2013,Initial claims by sex,Total,3117
01/05/2014,Initial claims by sex,Total,10748
01/12/2014,Initial claims by sex,Total,4204
01/19/2014,Initial claims by sex,Total,3646
01/26/2014,Initial claims by sex,Total,3459
02/02/2014,Initial claims by sex,Total,3476
02/09/2014,Initial claims by sex,Total,2700
02/16/2014,Initial claims by sex,Total,2885
02/23/2014,Initial claims by sex,Total,2643
03/02/2014,Initial claims by sex,Total,3231
03/09/2014,Initial claims by sex,Total,2456
03/16/2014,Initial claims by sex,Total,2182
03/23/2014,Initial claims by sex,Total,2060
03/30/2014,Initial claims by sex,Total,2087
04/06/2014,Initial claims by sex,Total,3878
04/13/2014,Initial claims by sex,Total,3022
04/20/2014,Initial claims by sex,Total,2206
04/27/2014,Initial claims by sex,Total,2432
05/04/2014,Initial claims by sex,Total,2369
05/11/2014,Initial claims by sex,Total,2354
05/18/2014,Initial claims by sex,Total,2451
05/25/2014,Initial claims by sex,Total,1986
06/01/2014,Initial claims by sex,Total,2682
06/08/2014,Initial claims by sex,Total,2223
06/15/2014,Initial claims by sex,Total,2654
06/22/2014,Initial claims by sex,Total,3883
06/29/2014,Initial claims by sex,Total,3247
07/06/2014,Initial claims by sex,Total,5939
07/13/2014,Initial claims by sex,Total,2639
07/20/2014,Initial claims by sex,Total,2499
07/27/2014,Initial claims by sex,Total,2722
08/03/2014,Initial claims by sex,Total,2967
08/10/2014,Initial claims by sex,Total,2592
08/17/2014,Initial claims by sex,Total,2209
08/24/2014,Initial claims by sex,Total,2008
